733592,92,450.4735708207556
733592,99,476.5827629047361
733592,113,476.70405696003513
733592,123,481.24844997841495
733592,127,481.6698333907784
733592,141,508.84157127128975
733592,148,516.637145454593
733592,154,522.3595462195221
733592,162,523.7429500440735
733592,267,550.6601375872068
733592,281,570.6930206485939
733592,330,677.7744439109504
797709,92,520.3408814990478
797709,98,518.9155798249818
797709,99,519.6284399590602
797709,106,523.0419162478308
797709,113,528.7555846804321
797709,120,535.0803214748439
797709,127,520.1680678674147
797709,134,503.3716569692292
797709,141,494.73581696101877
797709,148,485.99809475309974
824609,92,176.0605110788342
824609,99,199.9048135608867
824609,140,227.40112315675168
811264,92,279.1981916472999
811264,98,284.4033257160095
811264,99,283.13528168540154
811264,106,282.50939552685657
811264,112,273.2231931724524
811264,113,271.4159053676133
811264,120,259.3831672726414
811264,123,252.66467621173874
811264,127,246.61686468129977
811264,141,235.21627557018448
811264,148,228.47934606481334
811264,176,230.0033642565763
499287,92,-33.54719822703974
499287,99,-50.8176737414617
499287,112,-70.9406159622038
499287,113,-72.08174287210443
812825,92,186.3164038032748
812825,99,194.35511586757835
812825,106,208.8860171290975
812825,112,224.95551773810638
812825,113,225.67560554309378
812825,120,240.9875420030001
812825,127,248.21566940982652
812825,134,254.58036726733258
812825,141,266.9521502470157
812825,148,279.79896861150917
812825,162,279.2674787368218
812825,169,281.82444919980964
812825,176,285.42823296627967
812825,190,282.31804385543523
812825,225,298.33697622787025
812825,239,307.32635227435816
812825,253,309.56736693176526
812825,267,307.94797757820663
812825,281,328.81538186010306
812825,295,335.2766478319373
812825,296,335.4355725955469
802340,92,461.9491924507604
802340,98,477.3803663516891
802340,99,480.75546172932127
802340,106,511.4984505146645
802340,112,527.5652434934279
802340,113,531.4348983736058
802340,120,557.5329804565896
802340,123,573.6613849313921
802340,127,590.0310605597354
802340,134,618.6925233474868
802340,140,641.0081461337403
802340,141,640.5705651572081
802340,148,638.4225083685909
802340,154,629.6787939301196
802340,162,604.5688873478985
802340,169,596.7427098744461
802340,190,582.8519161407188
802340,239,607.0002039130891
802340,253,596.977566224111
802340,267,586.3518538487253
802340,281,573.7440908453757
802340,295,564.4262395458329
802340,296,564.4361426868335
15439,92,230.5255356952091
15439,106,229.09966659735687
15439,112,225.50633798676944
15439,120,224.88700033709253
15439,281,200.51204039050486
153097,92,540.5338106280395
153097,98,547.4830603759186
153097,99,546.8244794295741
153097,106,553.0556016235417
153097,112,551.3805107507128
153097,113,551.6023440053588
153097,120,531.475786866112
153097,123,522.6324039290063
153097,140,504.4869698391503
153097,141,504.8585905634699
153097,148,507.76542180107253
153097,162,501.18975885682136
153097,176,497.7005816590052
773815,92,295.2727612501984
773815,98,290.042350856936
773815,99,290.8040546645635
773815,106,281.004702721489
773815,127,288.0347580645369
773815,141,287.4803049787737
773815,148,294.54982709153023
773815,225,323.87582562646594
773815,267,342.3725572185177
830262,92,89.89306192294977
830262,98,101.65284874703661
830262,99,104.2890537607761
830262,106,116.7530899534012
830262,112,133.55951487510467
830262,113,136.57571439459392
830262,123,171.50534634790637
830262,140,241.39518335378483
830262,141,242.65641371646024
830262,148,252.49114033984313
830262,176,272.2967915619984
877501,92,498.68445985424637
877501,98,510.61645255305996
877501,99,514.3106795166327
877501,106,551.5576452879585
877501,112,588.4689500621074
877501,113,590.8317976925445
877501,120,610.904607666271
877501,123,623.5744687946725
877501,127,643.044816575289
877501,134,644.9696517596782
877501,140,638.0967724587181
877501,141,639.5127405817326
877501,148,648.3858197428953
877501,154,645.0061115951311
877501,162,648.0007693030695
877501,169,645.523615108571
877501,176,639.6375106312458
877501,190,639.2938447040215
877501,225,550.1759952812232
877501,232,547.2837484413926
877501,239,551.2083396544045
877501,253,574.9228296450829
877501,267,602.9767955599851
877501,281,610.511918292584
877501,295,598.0438055928512
877501,296,597.0411598357492
877501,330,535.9220307195625
771108,92,41.00865254305412
771108,98,33.634538532978986
771108,99,32.73135798543608
771108,106,31.22580998640633
771108,112,22.05289369551346
771108,113,21.565468318823786
771108,120,27.61416246550903
771108,123,34.37373649838184
771108,134,71.84408955335115
771108,141,93.9536265002295
771108,162,169.08034271642757
771108,176,211.01881593738497
771108,190,236.3050920289854
771108,225,223.06942701432547
838600,92,50.779365141313335
838600,99,50.63781901164776
824322,92,56.298107140851435
824322,98,70.28471642828593
824322,99,74.02148333756813
824322,112,103.81025149179845
824322,113,106.81304735073073
824322,120,115.92990987242206
824322,127,130.54966672178261
824322,141,171.44729287408575
824322,148,178.8336359336523
824322,239,191.11859549462497
824322,281,227.39698168274802
877308,92,235.65222732739934
877308,98,248.28446346903988
877308,99,248.3478576002456
877308,106,253.95266763500143
877308,113,256.45700036781744
877308,127,248.86123320442866
877308,141,245.93340658596514
887385,92,47.202913725570944
887385,98,46.81027641723659
887385,99,46.597565413005775
887385,106,50.022273140753676
887385,112,53.250851997166365
887385,113,51.02135011133485
296273,92,625.4473510033317
296273,98,620.0121812889444
296273,99,619.8933410859418
296273,106,625.4669139818632
296273,112,637.0009706434873
296273,113,640.38544846361
296273,120,656.8541876655787
296273,123,664.9748663945065
296273,127,674.2748934587826
296273,134,692.9348007752245
296273,140,706.328858899154
296273,141,709.7701983210857
296273,148,718.7092580759394
296273,162,723.4490700732254
296273,169,724.6015661434608
296273,225,705.3539758399158
296273,253,697.1196819120684
296273,281,739.3114398202262
296273,295,724.7883936986473
296273,296,722.5876292994637
296273,330,702.8401395943794
811575,92,584.0387121686828
811575,98,600.8618835080155
811575,99,603.7779508196603
811575,106,627.4339245816232
811575,112,641.6119283092214
811575,113,643.6056021365804
811575,127,630.9464301022243
811575,148,589.9361712990664
811575,162,569.2127741513974
811575,176,534.1260260724557
804800,98,327.4707892078064
804800,99,330.30235751227815
804800,106,355.71371259075846
804800,113,374.38397504346096
804800,120,382.51107572958983
804800,123,387.16444859989014
804800,127,386.3441302078879
804800,134,373.1174518431589
804800,141,358.2535768691943
