player_id,day,rating
S733592,92,488.41026239625376
S733592,99,515.4493361313616
S733592,113,518.2477741746519
S733592,123,525.23757256168
S733592,127,526.8117026269643
S733592,141,558.9214001615269
S733592,148,569.3916753979829
S733592,154,577.8418392493688
S733592,162,583.8164097236291
S733592,267,682.2738304849852
S733592,281,716.958926511038
S733592,330,895.2729998857529
S733592,350,940.5763735844619
S733592,435,887.5904683406552
S797709,92,552.7180606753435
S797709,98,551.597587710483
S797709,99,552.3745816425188
S797709,106,556.1187415817093
S797709,113,562.7501667340854
S797709,120,569.9087397872689
S797709,127,555.5483603572086
S797709,134,539.1136615084461
S797709,141,530.8030149577257
S797709,148,522.1698498137005
S824609,92,197.1033543799417
S824609,99,221.45658291912247
S824609,140,251.52146628768205
S811264,92,309.5560855621697
S811264,98,315.42168891245194
S811264,99,314.2657536517703
S811264,106,314.20072910422596
S811264,112,305.1374110402189
S811264,113,303.3829473249304
S811264,120,291.8090041313134
S811264,123,285.5333307694869
S811264,127,279.99757899370127
S811264,141,270.75012526308757
S811264,148,265.09413716407346
S811264,176,271.4345939401166
S811264,350,305.50758720598617
S499287,92,-17.49824822491342
S499287,99,-34.53679215378344
S499287,112,-54.41429863455933
S499287,113,-55.55576435245853
S812825,92,212.10849582129666
S812825,99,220.66953812717804
S812825,106,236.09902283199293
S812825,112,253.051023183516
S812825,113,253.94947531280079
S812825,120,270.7096595657462
S812825,127,279.2701523555632
S812825,134,286.77001099715056
S812825,141,300.24809405159533
S812825,148,314.00679057464754
S812825,162,315.4659435768583
S812825,169,318.70783378801195
S812825,176,322.8097662105853
S812825,190,320.97573472464666
S812825,225,341.4253404527176
S812825,239,351.5340950728682
S812825,253,354.541895239561
S812825,267,353.17155637701694
S812825,281,373.16138859855687
S812825,295,377.22769511118634
S812825,296,377.0283694543596
S812825,350,344.80487609521293
S812825,456,253.29637771912957
S802340,92,497.2634744943778
S802340,98,513.2521711067939
S802340,99,516.7185905675022
S802340,106,548.1298257232518
S802340,112,565.1293096999511
S802340,113,569.1896783322231
S802340,120,596.7258754199817
S802340,123,613.4991475515674
S802340,127,630.6064567980337
S802340,134,660.6726959065452
S802340,140,684.4405874289259
S802340,141,684.2530905969927
S802340,148,683.9239836355428
S802340,154,676.9857028779679
S802340,162,654.270116246644
S802340,169,648.7965275920652
S802340,190,642.3558064890049
S802340,239,685.9749483705667
S802340,253,682.0687730251727
S802340,267,677.4155532960286
S802340,281,671.6357467005143
S802340,295,668.6778860409869
S802340,296,669.1704379340946
S802340,350,698.9785042945043
S802340,456,521.1451747938082
S15439,92,238.3224098974786
S15439,106,235.17739030985308
S15439,112,229.96779362548082
S15439,120,226.07421252918112
S15439,281,111.31466765970612
S15439,350,25.453369982428505
S153097,92,574.4828005966963
S153097,98,581.6993536435779
S153097,99,581.0677364868785
S153097,106,587.5552574183781
S153097,112,586.0725701764135
S153097,113,586.3604844006926
S153097,120,566.4966720047394
S153097,123,557.7152116289014
S153097,140,539.5778225322696
S153097,141,539.9610555426794
S153097,148,542.8408897654429
S153097,162,534.3779580558466
S153097,176,527.3030831044264
S153097,350,461.7088176442519
S773815,92,324.09654340646114
S773815,98,319.327987423661
S773815,99,320.2023591255105
S773815,106,311.0816048872036
S773815,127,321.83617233710004
S773815,141,323.6541199770519
S773815,148,331.93979136589616
S773815,225,372.55898068754374
S773815,267,395.3969373768174
S830262,92,114.71902055388605
S830262,98,127.15990184795704
S830262,99,129.92107743413672
S830262,106,143.36984145583003
S830262,112,161.00390065536138
S830262,113,164.16360364731185
S830262,123,200.55152275696378
S830262,140,272.56509267431977
S830262,141,273.9065260605245
S830262,148,284.19900489925465
S830262,176,305.17986161040795
S877501,92,533.7767747242942
S877501,98,546.1779285735727
S877501,99,549.9576811596487
S877501,106,588.2884144410681
S877501,112,626.2322807658475
S877501,113,628.7818573796858
S877501,120,650.3192238541818
S877501,123,663.7328577531375
S877501,127,684.2121880592991
S877501,134,687.7524206984924
S877501,140,682.46280923338
S877501,141,684.1537380481527
S877501,148,695.192211643443
S877501,154,694.2823684836325
S877501,162,700.4130992121089
S877501,169,700.8141534092312
S877501,176,697.8522253742505
S877501,190,705.3307602304432
S877501,225,636.1930797205041
S877501,232,637.4047758153689
S877501,239,640.1209328178991
S877501,253,663.1314964018662
S877501,267,692.6578146339915
S877501,281,701.9214228762966
S877501,295,691.0069560262801
S877501,296,690.0451618268966
S877501,330,628.6568772216776
S877501,350,623.4268464239437
S877501,435,664.3182426415297
S877501,456,678.577811704767
S771108,92,61.76889762941643
S771108,98,55.02611901236193
S771108,99,54.21557411849426
S771108,106,53.28946390792868
S771108,112,45.216865323600736
S771108,113,44.88548738957431
S771108,120,52.09866845145551
S771108,123,59.36121130877124
S771108,134,98.5548255418711
S771108,141,121.83628898845286
S771108,162,200.4686147698329
S771108,176,244.3245070730017
S771108,190,270.3862196094651
S771108,225,256.37303500993477
S838600,92,66.18540123950804
S838600,99,66.13047937696713
S824322,92,79.05068802437256
S824322,98,93.8876009218879
S824322,99,97.77299647465543
S824322,112,129.97216123424633
S824322,113,133.20101829369534
S824322,120,143.94648333794282
S824322,127,159.1290800780035
S824322,141,201.70736245861835
S824322,148,210.0662082178392
S824322,239,231.83204187985342
S824322,281,271.59457081673554
S824322,350,284.7326405671185
S877308,92,251.63703521418606
S877308,98,264.1991564776047
S877308,99,264.11215395156023
S877308,113,272.03403065741355
S877308,127,266.67600338585413
S877308,141,264.89101605752387
S887385,92,67.98479238214831
S887385,98,68.07144593019201
S887385,99,67.89024127144263
S887385,106,71.63640251700788
S887385,112,74.98938824366068
S887385,113,72.74015319742999
S296273,92,662.551196262553
S296273,98,657.4544281017135
S296273,99,657.4169009208392
S296273,106,663.6982965434723
S296273,112,675.9765974596954
S296273,113,679.5175431916618
S296273,120,697.3122121720165
S296273,123,705.9904061616378
S296273,127,716.0843785322337
S296273,134,736.3460843759009
S296273,140,751.3462239600415
S296273,141,755.0761008761455
S296273,148,766.4046662340646
S296273,162,776.5650874624499
S296273,169,780.6840517605942
S296273,225,786.9373826112567
S296273,253,792.2583983008334
S296273,281,852.8030514552158
S296273,295,848.3542438348259
S296273,296,847.0030954242433
S296273,330,862.8712049319744
S296273,350,887.3734378687553
S296273,456,983.7034850349349
S811575,92,619.2289614822771
S811575,98,636.2966024549379
S811575,99,639.2625425138634
S811575,106,663.4060863442693
S811575,112,678.0197617868246
S811575,113,680.0816981508316
S811575,127,668.6396993554199
S811575,148,629.462759817894
S811575,162,609.6161132496356
S811575,176,574.7487069500643
S804800,98,362.0858972918966
S804800,99,365.0492029040809
S804800,106,391.44743386955815
S804800,113,411.33812970201126
S804800,120,421.0105701504692
S804800,123,426.0575902472457
S804800,127,425.65572134265966
S804800,134,412.7139350871172
S804800,141,398.7743370710647
S804800,148,377.8629950851325
S804800,154,379.98123107117556
S804800,162,393.52458716969744
S804800,225,486.5570095567889
S804800,239,463.819676331643
S804800,253,444.43650431044466
S804800,267,408.0823023101593
S804800,281,389.2681458800816
S804800,295,358.82226379704366
S804800,296,357.5626591323272
S804800,350,387.60632367342004
S804800,456,477.03981461037534
S877321,98,150.55808195118934
S877321,99,150.6872700315014
S877321,106,151.33868516866508
S877321,113,151.37581357213872
S877321,140,150.94943752808078
S877321,141,151.30814752513908
S877321,148,152.63359807000523
S886903,98,-38.5584782628905
S886903,106,-36.144606492336834
S886903,162,-56.444476070308866
S835387,98,42.172724365704624
S835387,99,42.54366757451547
S835387,113,56.8617282058671
S835387,120,72.06549000242067
S835387,127,87.96760090196064
S835387,134,92.2727814699118
S835387,141,101.20292609327642
S835387,148,102.11742344685409
S835387,154,102.04866726108745
S835387,162,102.8104061483381
S835387,176,112.92087591754692
